,x,y,id_sec,id_grain,g_area
0,0.8793141127710923,-0.4067391461344432,0.1,129,0.018448612854307482
1,0.9659902550842278,-0.3522723387779485,0.1,354,0.007896920277291788
2,0.8612548319800424,-0.3320335448483266,0.1,418,0.0019632991194769274
3,0.9588597424230099,-0.4623288930194097,0.1,452,0.0059783069436169355
4,0.9680062158284235,-0.2658810883343746,0.1,727,0.0031744601776790404
5,0.9432606206597391,-0.10326648130221923,0.1,10,0.005686501433336004
6,0.9746228352239316,-0.11851652714886791,0.1,16,0.002823662868905707
7,0.9187198471258279,-0.28602568803315137,0.1,42,0.0028364624610466623
8,0.8634939197156362,-0.21701565168822218,0.1,118,0.003875349159199077
9,0.8542582545618536,-0.14775605833084443,0.1,404,0.004741150432096141
10,0.9113256725813187,-0.225029574138899,0.1,425,0.0031067535735192922
11,0.9457004127231542,-0.183319082153287,0.1,426,0.007997482057446912
12,0.8403349978096095,-0.28703122025574246,0.1,681,0.008475645278000167
13,0.7787878944036707,-0.050231007736308286,0.1,145,0.006007479126140825
14,0.8103664760118956,-0.11529734154928457,0.1,194,8.466378038258e-05
15,0.8210545215277368,0.12768570206155858,0.1,134,0.006182652963726768
16,0.7926017392898218,0.14426294895552258,0.1,244,0.00044105703515711893
17,0.8937300481069318,-0.05102687107544897,0.1,322,0.018649770673015813
18,0.8292939230831795,0.03672088276392915,0.1,486,0.008139043665111121
19,0.9560634438435731,0.19136768236767057,0.1,370,0.006831788499592336
20,0.8705438881314372,0.25508620795409204,0.1,433,0.007715123985600421
21,0.8651689692128295,0.18742765006795883,0.1,558,0.0038310818995229714
22,0.9266215629010541,0.09514150621201915,0.1,561,0.017319423245299885
23,0.9438139592238666,0.27253311937467833,0.1,861,0.00726364444458296
24,0.9061083587562571,0.4029661331598865,0.1,91,0.0023783823018221164
25,0.9547802946517198,0.35675264120322037,0.1,481,0.006510461668351437
26,0.7877990625304904,0.3608565968469044,0.1,566,0.008014942702333204
27,0.8353237994261841,0.41686495842565385,0.1,700,0.002754207030920276
28,0.956876671014205,0.4466377235114014,0.1,904,0.008145146310161742
29,0.874417710435334,0.33851822036245105,0.1,946,0.007604081487751609
30,0.8672417987536974,0.46106762028734344,0.1,962,0.008021945690043683
31,0.6999271454481029,-0.30864574592442084,0.1,103,0.005869694391072745
32,0.7705290851379927,-0.3582403926296621,0.1,127,0.00901466757195665
33,0.7272508842720011,-0.4620624091679345,0.1,252,0.013953461341786561
34,0.6391064132768316,-0.38514687332532943,0.1,307,0.014863514462551838
35,0.7476860223003633,-0.12045270199487693,0.1,147,0.008690535596593173
36,0.6884265130331637,-0.24038265189772443,0.1,420,0.002427672604363508
37,0.6497789790980698,-0.16546385856463433,0.1,273,0.008638797631459772
38,0.59098752735103,-0.20062287813567334,0.1,446,0.005967784532550948
39,0.7708038745153566,-0.22509444178321378,0.1,677,0.011983725602512051
40,0.6584745034625684,-0.2802080741071021,0.1,841,0.0014262878957195767
41,0.7137198129416527,-0.18744621852300322,0.1,887,0.002203758249072337
42,0.720149091367237,-0.053058554067538594,0.1,844,0.001474710025727701
43,0.7650728765637647,0.09678682069122342,0.1,54,0.006229346696729064
44,0.6303042210073,-0.10671932959452737,0.1,613,0.005755020204542158
45,0.6529717482816589,-0.04143914965417981,0.1,889,0.010017985332326663
46,0.7054070765026623,0.027224636368100637,0.1,919,0.011861720665687648
47,0.6485327684838356,0.12061236687941711,0.1,5,0.013039249500390204
48,0.7406419994415363,0.2030201504239448,0.1,255,0.015465836236520895
49,0.7826017242785509,0.27040836969844956,0.1,330,0.008799801999427162
50,0.778043470409276,0.4189214166934406,0.1,128,0.001212110387362762
51,0.5969104591790653,0.46883778211155036,0.1,166,0.0007464598642432231
52,0.7801318356214908,0.4612531220018502,0.1,196,0.00384296062172642
53,0.739763958951951,0.3383130416016808,0.1,239,0.0003131070126369915
54,0.6533756249642368,0.4295747378662778,0.1,49,0.005186029728822325
55,0.6857170077061726,0.4608307826695223,0.1,312,0.00817143859820388
56,0.708227982845347,0.35943082373352475,0.1,983,0.010752823019943214
57,0.5450569530476953,-0.3661884210355302,0.1,994,0.006900882757488136
58,0.5895538429169643,-0.4791215580956587,0.1,320,0.004246011998011838
59,0.48627918934098646,-0.2949251759822199,0.1,379,0.012115472060122152
60,0.44374513889026784,-0.3734165124961705,0.1,554,0.005638854141755347
61,0.5049772423773525,-0.4451525641869017,0.1,891,0.010914786033287853
62,0.5584081223679636,-0.14264088836159264,0.1,356,0.0009659867607159887
63,0.45110750370958075,-0.11162505349082472,0.1,184,0.01343623684935735
64,0.45265910676263765,-0.18738255757959724,0.1,193,0.009547127443134245
65,0.5198933688769537,-0.16126390040346997,0.1,685,0.00132612565667385
66,0.5231843865483901,-0.1881478327783551,0.1,906,7.45991100551412e-05
67,0.5735115529014269,-0.2606582895814201,0.1,936,0.012033631636165483
68,0.4470689508923635,-0.020362356699144667,0.1,489,0.006061185638874507
69,0.5432052699157403,-0.08409426903777502,0.1,476,0.007331963310329756
70,0.5541308928886146,0.032437098425023236,0.1,943,0.01606184634517142
71,0.5150583432773465,0.231410239556755,0.1,208,0.009492671235004144
72,0.5263660544045948,0.3112175740791983,0.1,362,0.0016485406630743478
73,0.5146087094827306,0.13329361561042202,0.1,424,0.009281421093211987
74,0.6029351463804397,0.27288885054916706,0.1,515,0.010661846809451836
75,0.4400521690095957,0.0877516295070795,0.1,607,0.0077520767495566755
76,0.4144022119908534,0.14681087460032666,0.1,609,0.0010591956426570556
77,0.6030031643605998,0.1777919143901961,0.1,816,0.005281136684731586
78,0.4202513880884201,0.197563940287827,0.1,825,0.006693571527969667
79,0.45124408109289454,0.3106477757198484,0.1,892,0.011688670293268102
80,0.4096961494079292,0.37772075256215937,0.1,630,0.0003122579369739606
81,0.5647149047900537,0.4827115439691977,0.1,718,0.0019496281249794143
82,0.5739180322063464,0.38117970286959935,0.1,206,0.015527793902507792
83,0.45877416619271133,0.41605168111602414,0.1,325,0.01869684670690775
84,0.5007814835723393,0.3347812590358179,0.1,702,4.3233799507761276e-05
85,0.38428779338817687,0.40029100888743885,0.1,720,0.0008633806085044597
86,0.2572444335505365,-0.4592261598328884,0.1,556,2.179474944039716e-05
87,0.3391425718291865,-0.3576762489339237,0.1,605,0.014583291584609371
88,0.3334665160581812,-0.45341694573237673,0.1,795,0.014749408061030242
89,0.38289096893778535,-0.25126964644329153,0.1,9,0.011774045551379047
90,0.2546466149976057,-0.24303442136841805,0.1,555,0.021505911304094873
91,0.26584040045410945,0.08740011002796728,0.1,602,0.011859703271006265
92,0.3216328840023874,-0.09342006077099917,0.1,663,0.016784936643895118
93,0.2660179228459707,-0.016765594329371747,0.1,847,0.009433615768401737
94,0.37087275177955004,0.04268724426893792,0.1,940,0.010750578735986777
95,0.3794470622873749,0.16125281513920897,0.1,365,0.0006481496433386199
96,0.3554545957343052,0.13519519601126004,0.1,723,0.003988001937294144
97,0.25682400118687204,0.2947298459261864,0.1,28,0.005920272895569029
98,0.30385892465117653,0.2937619980559426,0.1,67,0.0009537287695798126
99,0.17603858573206307,0.26580051682765393,0.1,257,0.004526572419909533
100,0.3210038018726489,0.21146768748622602,0.1,326,0.007885075665476759
101,0.20197842735972737,0.1978392073258339,0.1,352,0.013589615989037853
102,0.3589748420834521,0.3265136764084863,0.1,548,0.0061485432166146995
103,0.3727763761272823,0.25178992626349334,0.1,809,0.004106721633730553
